"employee_id","summary"
"t_5720","Leergierige Data Scientist met een hart voor cijfertjes. Ik werk aan Machine Learning modellen en optimalisatie methodes in o.a. Python en Kotlin. Data vraagstukken zijn puzzels die ik met veel plezier wil oplossen. Mijn ambitie is om data begrijpelijk te kunnen maken zodat iedereen mijn liede voor cijfers kan delen."
"t_5721",NA
"t_5722","Data scientist and team lead of the Machine Learning & Ranking team at Compado GmbH, with a PhD in economics and degrees in econometrics, mathematics, and physics. Experienced in people management, leadership mentoring, data science, statistical analysis, machine and deep learning using big data, building and maintaining data and training pipelines, reinforcement learning, experiments, research, writing, project management."
"t_5723","I am an ambitious, creative and studious young woman. It also enables me to quickly integrate into new environments. Morover, since I enjoy challenges I have a capacity to adjust myself quickly to any situation. I can work individually or to collaborate with a team. "
"t_5724",NA
"t_5725",NA
"t_5726","I am passionate about Data Science, Machine Learning and forecasting. "
"t_5727","Business- and systems analyst, designer and developer in a wide variety of trade areas. Managerial capabilities. Experienced in all parts of the software life cycle.

Characteristics: 
- Communicative, hands-on, inquisitive, coordinative, pragmatic
- Quick grasp of organisations and business models. 
- Outside-the-box thinking. 
- Quick in adapting new skills and technologies
- Excellent descriptive and documentation skills
- Can fluently switch between all levels of an organisation or problem 

Specialisations:
- Pro-IV
- Various database systems: Oracle, SQL-Server, Postgress, DB2, MySQL, Pervasive SQL/Btrieve
- Installation and maintenance of various Unix systems: Sun Solaris, Red Hat, Fedora, Centos, Debian, HP Unix, SCO Unix / Xenix

Experience in:
- VBA, C, APL
- AWK, Perl, shell scriping (Bourne, Korn, C-shell, Bash)
- Magic eDeveloper, CodeGear (Delphi 2009)
- VMWare
- Network troubleshooting, hardware maintenance"
"t_5728","Data Science is like finding Easter eggs. If you are looking in the wrong place you don't get the chocolate."
"t_5729","I am interested in long-term, chronic stresses on society. For example, I am interested in the challenges inherent in sustainable development, climate change, urban migration, labour automation, antibiotic resistance, and human, food & water security.

I graduated cum laude from Leiden University with a Master's in International Relations and Diplomacy. I have undergraduate degrees in laws and economics, majoring in international trade and finance.
"
"t_5730","Software engineer and ex-ML researcher with a strong interest in R&D and AI-driven biotech. Experience in full-stack development of cloud platforms, particularly using React and TypeScript."
"t_5731","Getting Value out of Data  📊 📈 🧠 🤖 

align - educate - innovate"
"t_5732","Passionate about analytics, eager to find creative and innovative solutions, 

As a child I loved to dig and I still do. But now it is data that I'm mining in search of new patterns of scientific innovations or emerging research trends. And yes, this mining does involve getting my hands dirty from time to time and diving into the mud as in the old days. 

I'm a mathematical psychologist with solid training and profound experience in statistics and data analysis. I was able to apply, extend and deepen this expertise throughout all the positions in my professional career. 

I have developed an agile and flexible working style in data related problems. Reassured by experience with an extensive toolkit, I'm more than confident enough to open up for novel, creative and innovative approaches. Fast learning and keeping up with this rapid evolving domain has become part of my day to day life.

Project management skills were acquired ever since my first work experience and further developed throughout my career.  This has been complemented by experience in team management and professional training in coaching, change management and leading a multicultural team. 

My toolkit contains:
+ Statistics: Hypothesis testing, Multivariate, Regression, Supervised and Unsupervised Learning in packages like R, Python or Spark MLlib
+ AI: Deep learning, Neural Networks, CRF, Random Forests, ... 
+ Databases: Oracle, MySQL, SQLServer, H2, Neo4J, PostgreSQL, AWS RDS
+ Programming Languages: Java, C++, Scala
+ Application development: JavaFX, JSP, SpringBoot
+ Distributed Computing: Hadoop, Apache Spark, HPC
+ Cloud Computing: Amazon Web Services, EC2 and S3, RDS, Lambda
+ Social Network Analysis: iGraph, Pajek, Gephi, GraphX, Node2Vec
+ Data Formats like XML, JSON
+ Text Mining: Stanford NLP, Open NLP, GenSim, Word2Vec, Doc2Vec"
"t_5733","Data Scientist with a degree in Psychology and a passion for languages. I enjoy solving real world problems whether it is through the study of the human mind or the analysis of data.

After managing teams of up to 50 analysts in NLP, I gained more technical experience working in engineering teams, as a Data Science intern and during a Data Science bootcamp.

I'm passionate about empowering others to learn languages. Our startup Polyglo won the 01 entrepreneurship challenge at Sumitomo Corporation.

Ask me about Nova, the language learning chatbot 🤖!

Technologies used include:
Python - pandas, numpy, scikit-learn, statsmodels, xgboost, prophet, tensorflow, keras, SpaCy, plotly, matplotlib, seaborn.
Stanford TokensRegex, Jupyter, Google Cloud (VM and storage), Azure (storage), Postman, Git, Jira, Bash, Linux, Figma."
"t_5734",NA
"t_5735","-Skilled researcher and Analyst specializing in policy analysis

-Strategic Planning and Business Continuity Planning

-Crisis planning and Management

-Communication Coordinator and ICT Strategist

-UAS regulation specialist"
"t_5736","Ik ben een gedreven ‘doener’ die een kick haalt uit het bedenken van creatieve oplossingen door middel van hands-on trial and error. Mijn kracht ligt in het snel kunnen oppikken van nieuwe onderwerpen, waardoor ik snel waarde toe kan voegen. Ik bijt mij vast in een issue en laat niet los totdat het doel bereikt is.
"
"t_5737","My experience covers the analysis of large volumes of data from astronomical observational surveys and the design, development and testing of dedicated analysis tools."
"t_5738","Ever since I first learned about how far we have made it in transforming large bulks of data into meaningful knowledge for the world, I knew that I wanted to be part of that transformation to create something even better for everyone. 

As my bioinformatics and data science skills have grown during my journey, I have become more and more determined to use my knowledge to contribute to a better world. 

In my first internship in a professional setting, I used my knowledge of noSQL databases to design a storage system for large plant datasets and worked to design a web-based interface to enable quick searches through this data.

While I loved working with plants, a great opportunity opened up during my master’s degree to learn how to apply my skills to cancer data. In this project, I collaborated with a research team to develop a novel computational algorithm in Python & R that can reconstruct the evolutionary history of cancer growth.  

I then deepened my research into the field of medicine during my PhD, where I developed and optimized algorithms, including a lot of machine learning, in Python to predict previously uncharacterized mechanisms by which cancer may develop. This task involved collection, integration and annotation of big, heterogeneous biological and medical datasets.  

One of my favorite tasks has been to share my exciting research findings with the world through presentations to various audiences, including people without a background in informatics. 

Currently, I wish to further expand my professional career in an opportunity where I can put my data science and machine learning skills to work while creating a better world."
"t_5739","Meer dan 15 jaar actief als ondernemer en webdeveloper data-analist. Sterke affiniteit met blockchain-toepassingen.
Sta open een nieuwe uitdaging, binnen de regio Amsterdam."
"t_5740","Data Engineer with a strong Computer Science background. A demonstrated history of working on both data science (Python, Jupyter, machine learning) and engineering projects (Kubernetes, Docker, Terraform, stream/batch processing) in the IT and services industry. Endless curiosity and a desire to always keep growing."
"t_5741",NA
"t_5742",NA
"t_5743",NA
"t_5744","Experienced Data Science Leader with 20+ years of experience. Management of Data Science teams, recruiting, coaching and improving team performance. Consulting with Data Science implementation projects, team composition, architecture, tool selection and stakeholder management.
Worked in Information Extraction and Retrieval, Recommendations, Machine Learning, NLP and Artificial Intelligence solutions scalable for end-user applications. 
Leading R&D and data science teams in industry, I understand customer needs and apply big data engineering and scientific solutions. Always in touch with the state of the art, I focus on strong leadership, team building and strategy.

Built experience in two start-ups, living abroad, and in a corporate environment.

Specialties: technical leadership, team leadership, data science, big data, linguistic research, linguistic engineering, NLP, Machine Learning, Himalayan languages, data mining, data quality, programming
text mining, corpus linguistics"
"t_5745",NA
"t_5746",NA
"t_5747","Architecting and Developing
Domains: Ads RTB, DMP, DSP, SSP, Airline
Tech: Apache Spark/Flink/Nifi, Java/Kotlin/Go

Another side of me: https://github.com/csimplestring"
"t_5748","Passionate about innovative data driven approaches, programming challenges and new work!
Embracing digitalisation, modern organizational structures, courage to change things and genuine communication. "
"t_5749","I teach courses in the field of machine learning, deep learning, data science and prototyping at school of data science (https://schoolofdatascience.nl/). Visit us during one of our meetups! (https://www.meetup.com/nl-NL/Explore-Artificial-Intelligence/)

Additonally I'm working on virtual reality (VR) controlled Robots (Mechpunk). These robots are actually physical! and can interact with other objects. 


I have experience in many different facets of programming including: robotics, data science, front-end, back-end, database, artificial intelligence, unity3D and modeling.

My background is in Physics, with the focus on life-science and quantum mechanics (basically the smaller the better!)."
"t_5750","""The goal is to turn data into information, and information into insight."" – Carly Fiorina, former CEO of Hewlett-Packard Company

# I’m a passionate Data Scientist with a strong interest in the Natural Language Processing and Machine Learning fields and their applications in healthcare. I’ve recently completed a research project for a thriving Medtech startup where I implemented an end-to-end temporal relation extraction system that is able to extract, from medical narratives, meaningful clinical entities and relate them to temporal expressions, creating highly informative patient’s clinical timelines.

# I hold a Research Master’s degree in Computer Science with a specialisation in Data Science from Leiden University. I’ve previously completed a Bachelor’s degree in Statistics from the University of Padua, where I gained a strong statistical and analytical background as well as a great experience with statistical computing languages.

# Love travelling and discovering new cultures."
"t_5751","Passionate about helping clients tell stories and enhance human decision making using machine learning. Proven track record in delivering high-impact innovative ML products and solutions in Sports (Formula 1, DFL), Retail (Amazon.com, Grocery chain), Finance (International agricultural bank), Automotive (VolksWagen), Telecom (Telco Television department) and Public Sector (Revenue Agency, Law Enforcement).

In my spare time, I like to learn all about the mind and the intersection among psychology, economics and artificial intelligence.

"
"t_5752",NA
"t_5753","A highly motivated professional with 6 years of experience developing end-to-end data science products. Strong background in mathematical modeling, statistics, and data analysis. Experience in object-oriented programming using Python. Knowledge of SQL, QGIS. Sociable and persistent. 
Native Spanish speaker; excellent command of English and  Dutch level A2.
If you want to know more about me, feel free to download my resume in the attached file below!"
"t_5754",NA
"t_5755",NA
"t_5756",NA
"t_5757","I'm a full-stack web developer with huge and various experience. My interests include new technologies, economics and science.

Enjoy with javascript full-stack development, interactive and real-time apps."
"t_5758","Experience working with customer and transactional data. 
My main motivation is to create insightful and actionable data through statistics and machine learning. I consider organization, teamwork and creativity to be the best foundations to get solid results in this area. 

"
"t_5759",NA
"t_5760","Statistics, Data Analysis, Predictive Modelling, Machine Learning, Data Visualization, R, python, ggplot2, SQL, shiny"
"t_5761","Machine learning and Deep learning enthusiast. Strong believer in self-motivation, dedication and self-development. Enjoy working in a team. Love photography and outdoor activities like hiking."
"t_5762",NA
"t_5763","Freelance analytical team player with very good knowledge of databases and service-oriented architecture. I have a keen interest in business intelligence dashboards, modelling processes and I have a data-driven attitude. I love developing concepts and strategies in a multidisciplinary environment, try to implement innovations in a structural manner, and go for a pragmatic approach.

Specialties: : SQL, Cheminformatics, database modelling, DBA, ETL, python, scientific application development, data processing, Service-Oriented Architecture, Business Intelligence, Data Mining."
"t_5764","Experienced specialist with a demonstrated history of working in the Business Intelligence area. Skilled in Business Intelligence, Business Process Management & Data Analysis."
"t_5765",NA
"t_5766","- Data scientist in consulting industry. Experienced with AI, Deep Learning, Ecomerce.
- Master in Data Science, Bachelor in Economics;
"
"t_5767",NA
"t_5768","Jeroen has been interested in the relation between statistics, truth-finding and society for a long time. When he realized the wide scale adoption of Big Data and ML could lead to the exponential growth of real consequences due to statistics mistakes, he decided to get into the responsible ML field. He currently works as a ML Engineer at ABN Amro. Before that, Jeroen was a Data Science consultant, and obtained his PhD in astrophysics. At ABN Amro, he focuses on implementing MLOps and responsible ML. Jeroen proposes that in the field of applied ML everything is connected: from how ML is organised to how the algorithms work, from the happiness of ML professionals to the safety of end-users."
"t_5769",NA
"t_5770",NA
"t_5771",NA
"t_5772","I love solving problems and making sense out of data, and I’m looking forward to combining this with my other passion, nature-based solutions and climate action. I can bring lots of motivation, initiative, creativity and flexibility, and eagerness to learn new things."
"t_5773","After a wide variety of roles, such as application engineer, functional administrator, security consultant, information analyst, dba, system administrator, I've become an allround IT professional. Data has been the core in everything I did and do. With strong functional and technical knowledge I'm able to handle many aspects of data management, especially in complex data retrieval and ETL flows. Good troubleshooter. I fancy open source solutions, because it helps to learn and grow.
The last couple of years, consulting and coaching have become part of my stronger skills. 

I strongly believe people and their skills can really make a difference, so I thrive in teams that are willing to invest time and effort in quality products and work together to reach their target. 

As a person, my motto would be: ""Integrity and sincerity above everything else"". I like to give back what I have received as I think this gives energy and is true wealth.
Much experience in supporting finance and risk domains and fulfillment/assurance systems.
Particularly interested in (data) integration, business intelligence, datawarehousing, machine learning."
"t_5774",NA
"t_5775","I develop reliable information products through strong software engineering practices. Sometimes I mentor engineers.

Tech I enjoy working with: Scala & Python. Apache Spark. Airflow. Kubernetes. Terraform. Everything Github."
"t_5776","Every functional organization is dependent on the quality of tools and resources at their disposal. In modern times, the combination of software and communication are essential ingredients for project planning and project control.

To understand and properly set up the communication tools plays a key role in the proper functioning of an organization. Technical skills play an important role in that, but programming and the ability to use software are not sufficient to build a system for engineering maintenance, project planning or logistics. Doing so requires various competences, including technical and human communication, setting up guidelines and manuals, and understanding of organizational structure and even the legal impact of regulations such as privacy and anti-corruption laws. Without the proper knowledge of the distinct fields, one cannot set up a system from which the necessary information can be extracted to be properly analyzed.

A thorough understanding of project planning and project control plays a key role in completing the missing link between most operational tools. Without it, one cannot establish a proper and complete exchange of information between financial, logistic, engineering and planning tools.

It is my pleasure to be thorough in aligning data structures with organizational structures, making them most effective for appropriate exchange of information on both the technical and human levels. My multidisciplinary background with data structuring and analysis at its core helps me build the systems and interfaces that give an organization its competitive edge."
"t_5777",NA
"t_5778","My experience covers the analysis of large volumes of data from astronomical observational surveys and the design, development and testing of dedicated analysis tools."
"t_5779","Confident, enthusiastic, and social young professional with a core focus in data and business analytics, that always keeps strategic overview in mind. Strongly motivated with overcoming challenges and constantly aiming for performance."
"t_5780","I am a lead developer/software architect with over 15 years of experience in software architecture, development and system integration. I have worked in large and complex environments for various banks and government agencies, but also in small startup like companies. The last few years I have specialized in advanced technological projects.

Until recently I was Development Manager for ClusterVision, a company that sells High Performance Computing Clusters. I was responsible for the creation of Trinity, the clustervision management system that brings the benefits of Cloud Computing to HPC. Trinity is based on a micro-services architecture running several docker containers inside an OpenStack management framework. For this we tackled several interesting problems like how to make MPI communication work over different containers, how to give containers access to Infiniband devices and how to share docker images over thousands of cluster nodes. I was also responsible for evangelising the software at technical conferences and participating in customer meetings. This software is now running live at various Universities through Europe.

Although I am by nature pragmatic and action oriented, I am also quite capable of taking a step back and analyzing  the problem at hand in greater depth. My co-workers know me as someone who has creative and out-of-the box ideas and who is not afraid to challenge conventional wisdom. 

My management style is pragmatic and results oriented. I focus on establishing a good atmosphere in the team and give people freedom to organize their own time. Using Agile, lightweight methods (daily standups, short development increments, continuous integration, automated testing) I can track progress and ensure timely deliveries. I make contacts easily and I move equally well in different layers of an organization."
"t_5781","Highly experienced Lead data scientist with a key skillset in developing innovative solutions from concept to delivery. I am specialised in solving complex problems in uncharted territory. I also stand out at communicating with the business, keeping them engaged, and building a successful relationship between the data scientists and the client. 

I am experienced in elevating teams, producing project roadmaps, designing data science code architectures, and partnering with data engineers and devops for industrialisation. I bring a strong drive to deliver, a strategic mind-set and a fully-Agile work approach.

Technologies: Python, PySpark, Hive; sklearn, scipy, numpy, pandas; 
Tools: Machine Learning, Reinforcement Learning, first principle modelling, statistics, Monte Carlo, perturbation theory, signal detection theory, pattern recognition"
"t_5782","Ervaren, betrouwbare allround data-analist. 7+ jaar ervaring met verschillende werkgevers en uiteenlopende (in)complete datasets. Ik help mensen data begrijpen om op basis van feiten snellere en betere beslissingen te nemen.

✔️ Technische Skills & Tools: R, Excel, Highcharter, Python, SQL, HDFS en PowerBI

Why: mensen en organisaties helpen met data
What: met kwantitatieve gegevens betrouwbare verhalen vertellen
How: enthousiast, altijd in gesprek en innovatief

Een greep uit projecten waaraan ik heb gewerkt:
▶️ Preprocessing en machine learning analyse van datasets met 12mln+ records om de kans op armoede in te schatten om: meer inzicht te krijgen in de factoren die leiden tot lagere een levenstandaard in Nederland
▶️ Visualisatie van kwantitatieve gegevens zodat: beleidsmakers op overzichtelijke manier in staat te stellen om beslissingen te nemen die op feiten gebaseerd zijn
▶️ Automatisering en innovatie van saaie kantoorklusjes, zoals het verzamelen van data van het internet waardoor: er meer tijd over is voor complexere (en vaak leukere) taken
▶️ Het geven van trainingen en opleidingen (met en zonder in-company data) in R en Excel om: datagedreven werken bij werknemers te vergroten

Het combineren van datasets en vertalen naar bruikbare inzichten zie ik als een van leukste uitdagingen. Ik maak makkelijk contact met mensen op verschillende organisatieniveaus en ben het liefst bezig met een maatschappelijke missie."
"t_5783","Ambitious business student that loves to use data science to generate insights. My expertise is in the field of machine learning (sales forecasting, customer lifetime value, predicting hotel cancellations, predicting product returns, etc.) For programming I am most comfortable working in Python (with Pandas, NumPy, SciPy and Pyspark). Skills include:

- Bayesian Modeling (PyMC3)
- Tree-based Machine Learning Models (Random Forests, XGBoost, LightGBM, Catboost, etc.)
- Time Series Analysis (SARIMAX, Holt-Winters, etc.)
- Volatility Modeling (GJR-GARCH)
- Neural Networks (Wide- and Deep Networks, Extreme Learning Machines, TabNet)
- Cluster Analysis (Hierarchical, K-means & Gaussian Mixture Models)
- Web Scraping 
- Monte Carlo Simulation
- Mathematical Programming (Gurobi)

In addition to the above, I have experience working with SQL and version control using Git."
"t_5784","Experiences in development of a wide variety of business applications ranging from basic company websites to complex web-based backoffice systems. Particularly interested in data mining, open source frameworks, libraries and solutions."
"t_5785",NA
"t_5786","""Mathematics is not about numbers - it's about understanding."" - William Thurston"
"t_5787","Since I was a child, I have always been fascinated by computers, though very expensive in my youth, I imagined that I was going to study computer engineering or something. But the paths took me to the army, where I got my diploma from the Agulhas Negras Military Academy, in the state of Rio de Janeiro.
In the last 7 years, I have assumed the functions of a Data Analyst of the Operations Section. And later, as an Intelligence Analyst, in the Intelligence Section of the Amazon Military Command. In this opportunity, I was able to know the wonder that is the tools of Business Intelligence, mainly PowerBI and Tableau, to organize and visualize the data collected from the operations.
I deep into my studies into the visualization tools with programming language, and then I discovered the Python language. Today, I am fascinated by the Python language, although I force myself to study the R language as well.
I love taking online courses, because they offer flexibility and provide a wider spectrum of disciplines.
Although I completed a postgraduate degree in Artificial Intelligence at a Brazilian university recently, I faced the challenge of doing a master’s degree in Data Science at an American university. It is being very good for the fact of deepening knowledge and, especially, for making friends around the world.
Currently, I am the Head of the Intelligence Subsection of the Military Command of the Amazon, composed by selected analysts specialized in the field of military intelligence. Every day, I convince myself that I must study more and more to reach the peak capacity that this team. For this reason, I believe in the synergy of group work and enjoy working in a group.
I still have some future challenges: to continue improving my fluency in the English language and to obtain the certifications TensorFlow Developer Certificate and AWS Certified Machine Learning - Specialty."
"t_5788","Finished bachelor Computer Science with thesis on general voice cloning using machine learning. Mainly using pytorch with some tensorflow 1.x code.

Great interest in Machine Learning.
Coding experience with: c++, c#, Java, Python. 
"
"t_5789","I am a software engineer who has strong interests for enterprise architecture and business solutions. I have started building up my career with three academic degrees, A.D computer Engineering, B.S in information technology, and MSc ICT in Business, and complemented my knowledge with working experience in medium and large organizations in different parts of the world. Previous work experience includes database design and administration in addition to development using PL/SQL , Java, Python.  
Alongside my job, I am also interested in exploring Blockchain technology and its possible use cases for businesses."
"t_5790","My study and work experience so far had focussed on developing technical skills in statistics (variance analysis, correlation, clustering, schaling, machine learning modelling), coding (R, Python) and engineering(data warehousing, SQL, MS Visual Studio, SSIS, SSAS)"
"t_5791","My passion for data science and artificial intelligence was born during my studies in statistics, and especially during my graduation thesis, in which I managed to reconcile my main interests (research for very complex statistical models and programming), developing a thesis in deep learning field. This experience gave me the opportunity to make a job of my greatest passion: after my studies, I had the opportunity to follow many AI projects with a strong R&D component, up to currently managing data science projects, in which I use the most advanced techniques in artificial intelligence and machine learning field."
"t_5792","As a Datascientist I work in a team that utilizes AI to solve business problems. My work includes processing and analyzing data and developing Machine Learning models. To do this I use ML frameworks in Python and R, and DevOps and Cloud Computing on Microsoft Azure. 

I enjoy exploring the relationships prevalent in data and using these to develop smart and impactfull solutions that enable people to execute complex tasks easily."
"t_5793","Welcome to my profile!

I have over 10 years of experience working in finance and (actuarial) data science. I am content-driven and enjoy quantitative work. 

Currently, I am mostly interested in Data Science, Statistics, Machine Learning and Programming.

Competencies: Actuarial science, Mathematics, Statistics, Data science, Machine learning.

Programming languages: Python and R. Linux enthusiast.

Please feel free to contact me at egevers[at]zonnet.nl"
"t_5794",NA
"t_5795",NA
"t_5796",NA
"t_5797","I am currently a master student in Statistics and Data Science at Leiden University. With a strong background in machine learning and statistical modeling, I'm looking for a data scientist/machine learning engineer position from 2023 summer in Europe.

I've been working on deep learning projects, specifically in NLP and explainable AI."
"t_5798",NA
"t_5799","There was a time when I wanted to be a lawyer ⚖️
There was a time when I wanted to be a politician 🎤
And then, in my early twenties, I got introduced to #R and quantitative analysis, and I was hooked❤️

I started my career as a Data Analyst where I mastered the ins and outs of data transformation, analysis and data visualization.

I was no regular Data Analyst though. In addition to the regular tasks you would imagine a data analyst to undertake, I was getting my hands dirty building data quality tests, implementing monitoring capabilities in my #Alteryx pipelines and leading data governance efforts by being responsible for some important  data assets.

Soon this was not enough though, and I needed to get up closer to the source data. Data engineer role was a natural step for me. 

And I absolutely love it. You know those intense movements of concentration where you lose track of time? Yes, I have those very often when working on developments in Azure Synapse, or when reading about different data architecture frameworks. I have to stop myself from overworking, over thinking about work because I am right where I want to be. 

And so I hope to share this passion for data quality, data architecture, data governance with you via my posts here on LinkedIn."
"t_5800",NA
"t_5801","A self-driven and detail-oriented data analyst with a vast experience of business intelligence and an extensive knowledge of SQL, T-SQL, Power BI, Tableau, Python, and basic data science concepts, such as Machine Learning."
"t_5802",NA
"t_5803","Een hardwerkende jonge Computer Scientist die zijn vaardigheden en kennis in
Artifical Intelligence / Machine Learning en IT wil inzetten voor het realiseren van
concrete doelen. Heeft een positieve instelling en is bereid en gemotiveerd om nieuwe
programma’s te leren beheersen. Heeft een sterk probleemoplossend vermogen op
het gebied van computers en technologie. Is altijd bereid om collega’s te helpen en
werkt goed samen in een team."
"t_5804","my online cv https://www.mywebartist.eu/cv/
book appointment with me https://calendly.com/mwa_k

I'm very tech savvy. I'm available to work from medium to new senior software engineer position. I'm currently working on different projects and advancing my skills. I see myself as a problem solver."
"t_5805","I am trained in Statistics and interested in analytics.

From constructing the required data pipelines to creating dashboards for business users, I have experience developing end to end analytics projects."
"t_5806",NA
"t_5807","Experienced Research Development Developer with a demonstrated history of working in the internet industry. Skilled in Research, Artificial Neural Networks, Apache Spark, Data Analysis, and Power BI. Strong engineering professional with a Master's degree focused in Meida Technology from Leiden University. "
"t_5808","I'm on a mission to  make stuff better 📈 using innovative 💡 Data Products and Artificial Intelligence 💡.
Nothing gets me out of bed in the morning like a good puzzle.

My technical skills include programming with python and R, handling large databases with SQL (Google Bigquery), machine learning and deep learning (Tensorflow, scikit-learn), cloud computing (Google cloud platform), workflow orchestration (apache airflow / cloud composer), data management (dbt),  natural language processing / NLP (BERTopic), devops and containers (Git, Github, Docker, Kubernetes, CI/CD), MLOps (Kubeflow) and data visualization with various BI tools (Tableau). My education in psychology didn't teach me any of these skills - I learned them all through my natural curiosity and hard work.

If you share my passion for data science, digital media, video games 🎮 or electric guitars 🎸, please feel free to connect 👋! 

#datascience #analytics #AI #machinelearning #innovation #deeplearning #tensorflow"
"t_5809","Hello, I am Ektha, an accomplished AI Engineer with a passion for innovation and a dedication to excellence. With valuable experience gained as a Mindtree Mind, I have developed a proven track record of success in the field.

As someone who thrives in fast-paced environments, I am well-equipped to take on new challenges and opportunities for growth. My focus in the domain of Natural Language Processing has provided me with a wealth of knowledge and skills that make me a valuable asset to any team or organization. 

As a dedicated professional, I am passionate about lifelong learning and always seeking new opportunities to expand my knowledge and skills. I am committed to staying on top of the latest trends and developments in the field of Artificial Intelligence, ensuring that I am always able to deliver innovative solutions to my clients and colleagues.

I would be delighted to connect with you to discuss what I can bring to your team or organization, or even just to have a nice discussion on ChatGPT. Let's explore the possibilities together!"
"t_5810",NA
"t_5811",NA
"t_5812","Driven scientist and film/video producer. 

At a young age, I was inspired to become a scientist, with a drive to understand the world. My curiosity and love for science have been guiding principles in my professional life.
 
As a scientist, I view the world in hypotheses and their supporting evidence, but as a regular person, I understand the world through stories. Science communication needs to bridge these very different ways of understanding the world, to face the challenges of the so-called 'post-truth' 21st century. I am passionate about researching solutions and communicating them carefully crafted film/video narratives about science.
   
If you too like a good story about science, reach out to me: remco.vanschadewijk@kdg.be or +32 3 613 10 58"
"t_5813","Hi, I'm Kiara.

I'm interested in deep learning, distributed processing (big data), functional programming, and program synthesis."
"t_5814","BI developer | certified Tableau | Power BI | Over 10 years of experience and a strong analytical background. Throughout my career, I have demonstrated expertise working in a variety of industries, including telecom, media and entertainment, last mile logistics, and finance."
"t_5815","""What I do have are a very particular set of skills, skills I have acquired over a very long career, skills that make me a nightmare for 𝗱𝗮𝘁𝗮 like you""

I am passionate in reasoning with numbers to explain your data. I am a Data Scientist with experience in exploratory data analysis (EDA), machine learning (ML) and artificial intelligence (AI). 
My background in mathematics and statistics allow me to look beyond your data and the results by always asking ""Why?"". After all, if you look carefully, the answer is there.

Currently part of the data science team of Slimmer AI specializing in time-series applications.

Also, currently finalizing a PhD in Computer Science at the Leiden Institute of Advanced Computer Science (LIACS) developing data-driven solutions for predictive maintenance."
"t_5816","With a master's degree in Computer Science and more than six years of professional software engineering experience, I can confidently undertake any challenge. My interests span diverse areas, allowing me to design complex — even multidisciplinary — systems with a clear understanding.

I'm excited to take my part in connecting people and providing them with AI/ML solutions along with the necessary integrations, which were unimaginable even a decade ago."
"t_5817","Data Scientist and physicist with 8+ years of experience. With a solid physics background, I excel in analytical thinking, which I have used in guiding multidisciplinary teams in topics ranging from Data Analytics to Machine Learning and Deep Learning. Using ETL techniques and pipelines to convert complex data streams into useful forms, extremely complex problems were made manageable, insightful and predictable. As a pragmatic person, I’d like to further develop my skills with Data Science and Engineering cases."
"t_5818",NA
"t_5819","All-round engineer that enjoys building things that use (lots of) data to solve business problems and enable new opportunities. 

Current focus is Data Engineering, MLOps, Python, Scala, Airflow (+Cloud Composer), Dagster, MLflow, Spark, CI/CD, DevOps, Docker, Kubernetes, Google Cloud Platform, Nomad, Datadog."
"t_5820",NA
"t_5821","Jorrit van ‘t Hart is een gedreven pragmatische analist in technische, bedrijfskundige en maatschappelijke vraagstukken op basis van dataresearch en analytisch inzicht. 

Door de combinatie van technische bestuurskunde, logistiek en psychologie is hij uitermate geschikt voor functies in datagedreven markt- en beleidsanalyse.

Jorrits ambities liggen in een data science / data engineer rol op WO-niveau in een agile team waarbij data, coding met Python (en SQL), intelligentie, creativiteit en aanpakken een belangrijke rol spelen. Hoewel Jorrit veel ervaring heeft in de technische en functionele kant van applicaties liggen zijn ambities liggen niet in (automatisch) testen."
"t_5822","I´m a data consultant, with expertise ranging from data engineering to data science and I love to convey my knowledge and help others with it. My preferences are data science with communication.
_________________________________________
I'm a graduate of the bachelor Computer Science&Economics, and the master Information Sciences.
In my spare time, I love to do sports, playing the guitar, gaming, reading and especially learning. Throw me in the deep and I´ll come out as a winner!
Furthermore, people see me as enthusiastic, reliable, secure, respectful and helpful."
"t_5823","I'm a senior deep learning researcher at Leiden University Medical Center (LUMC), where I work on developing innovative deep learning models for full cardiac strain analysis. I did my PhD at LUMC, where my goal was to develop robust and accurate contour propagation DL models by joining segmentation and registration tasks in a single framework for online adaptive radiotherapy.    

I have more than 6 years of experience in developing deep learning models for image registration and segmentation for both CT, MRI with many peer-reviewed publications. 

Together with a diverse team from Philips and LUMC with both clinical and engineering backgrounds, we were able to win the first fastMRI challenge that was organized by Facbook AI in 2019. Since then, Philips has been developing the model and recently integrated it in their SmartSpeed suite. 

I'm very passionate about computer vision and developing AI solutions that integrate multi-tasking for better and innovative healthcare."
"t_5824","Data-driven master student with experience in machine learning algorithms application and data analysis. Seeking to apply machine learning in a commercial environment. Eager to join an enthusiastic, international and creative team. "
"t_5825","I’m a software engineer with experience in mobile development, research, and algorithm design. I studied machine learning and I have experience with web technologies.

I have experience with Swift and Dart and I publish weekly newsletter about Flutter: https://flutternewsletter.volpato.dev/"
